User,GameNr,Category,Level,MoveNr,RT,UserMoves,OpponentMoves,Result
166:R_9Nac2hjg6u7BlS1,11,7,62,5,1.676,5,6,opponent win
166:R_9Nac2hjg6u7BlS1,12,6,58,1,5.578,7,7,opponent win
166:R_9Nac2hjg6u7BlS1,12,6,58,2,1.911,7,7,opponent win
166:R_9Nac2hjg6u7BlS1,12,6,58,3,1.802,7,7,opponent win
166:R_9Nac2hjg6u7BlS1,12,6,58,4,0.965,7,7,opponent win
166:R_9Nac2hjg6u7BlS1,12,6,58,5,1.908,7,7,opponent win
166:R_9Nac2hjg6u7BlS1,12,6,58,6,1.466,7,7,opponent win
166:R_9Nac2hjg6u7BlS1,12,6,58,7,4.489,7,7,opponent win
166:R_9Nac2hjg6u7BlS1,13,5,49,1,2.046,6,7,opponent win
166:R_9Nac2hjg6u7BlS1,13,5,49,2,1.219,6,7,opponent win
166:R_9Nac2hjg6u7BlS1,13,5,49,3,1.28,6,7,opponent win
166:R_9Nac2hjg6u7BlS1,13,5,49,4,2.331,6,7,opponent win
166:R_9Nac2hjg6u7BlS1,13,5,49,5,1.417,6,7,opponent win
166:R_9Nac2hjg6u7BlS1,13,5,49,6,6.067,6,7,opponent win
166:R_9Nac2hjg6u7BlS1,14,4,34,1,2.712,7,6,win
166:R_9Nac2hjg6u7BlS1,14,4,34,2,1.627,7,6,win
166:R_9Nac2hjg6u7BlS1,14,4,34,3,4.939,7,6,win
166:R_9Nac2hjg6u7BlS1,14,4,34,4,1.151,7,6,win
166:R_9Nac2hjg6u7BlS1,14,4,34,5,2.778,7,6,win
166:R_9Nac2hjg6u7BlS1,14,4,34,6,5.679,7,6,win
166:R_9Nac2hjg6u7BlS1,14,4,34,7,0.711,7,6,win
166:R_9Nac2hjg6u7BlS1,15,4,38,1,0.908,7,7,win
166:R_9Nac2hjg6u7BlS1,15,4,38,2,1.87,7,7,win
166:R_9Nac2hjg6u7BlS1,15,4,38,3,1.296,7,7,win
166:R_9Nac2hjg6u7BlS1,15,4,38,4,1.902,7,7,win
166:R_9Nac2hjg6u7BlS1,15,4,38,5,1.012,7,7,win
166:R_9Nac2hjg6u7BlS1,15,4,38,6,3.432,7,7,win
166:R_9Nac2hjg6u7BlS1,15,4,38,7,1.603,7,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,1,1.325,8,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,2,1.278,8,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,3,1.846,8,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,4,0.817,8,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,5,3.224,8,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,6,0.843,8,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,7,8.523,8,7,win
166:R_9Nac2hjg6u7BlS1,16,5,40,8,1.271,8,7,win
166:R_9Nac2hjg6u7BlS1,17,6,55,1,1.504,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,2,1.216,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,3,1.275,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,4,1.278,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,5,1.39,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,6,1.36,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,7,2.292,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,8,1.769,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,9,1.518,10,10,win
166:R_9Nac2hjg6u7BlS1,17,6,55,10,2.665,10,10,win
166:R_9Nac2hjg6u7BlS1,18,7,68,1,1.546,5,4,win
166:R_9Nac2hjg6u7BlS1,18,7,68,2,3.619,5,4,win
166:R_9Nac2hjg6u7BlS1,18,7,68,3,1.622,5,4,win
166:R_9Nac2hjg6u7BlS1,18,7,68,4,1.8,5,4,win
166:R_9Nac2hjg6u7BlS1,18,7,68,5,0.915,5,4,win
166:R_9Nac2hjg6u7BlS1,19,8,74,1,1.181,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,2,1.039,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,3,1.993,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,4,3.893,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,5,1.388,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,6,1.558,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,7,1.248,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,8,1.489,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,19,8,74,9,4.176,9,10,opponent win
166:R_9Nac2hjg6u7BlS1,20,7,67,1,1.969,8,7,win
166:R_9Nac2hjg6u7BlS1,20,7,67,2,2.886,8,7,win
166:R_9Nac2hjg6u7BlS1,20,7,67,3,1.621,8,7,win
166:R_9Nac2hjg6u7BlS1,20,7,67,4,1.066,8,7,win
166:R_9Nac2hjg6u7BlS1,20,7,67,5,1.212,8,7,win
166:R_9Nac2hjg6u7BlS1,20,7,67,6,1.904,8,7,win
166:R_9Nac2hjg6u7BlS1,20,7,67,7,1.749,8,7,win
166:R_9Nac2hjg6u7BlS1,20,7,67,8,1.344,8,7,win
166:R_9Nac2hjg6u7BlS1,21,7,68,1,1.783,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,2,1.324,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,3,1.173,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,4,4.861,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,5,1.739,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,6,1.561,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,7,2.129,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,8,1.56,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,9,1.431,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,10,3.232,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,11,1.355,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,12,3.333,13,13,win
166:R_9Nac2hjg6u7BlS1,21,7,68,13,3.507,13,13,win
166:R_9Nac2hjg6u7BlS1,22,8,79,1,1.838,5,4,win
166:R_9Nac2hjg6u7BlS1,22,8,79,2,1.42,5,4,win
166:R_9Nac2hjg6u7BlS1,22,8,79,3,2.259,5,4,win
166:R_9Nac2hjg6u7BlS1,22,8,79,4,0.862,5,4,win
166:R_9Nac2hjg6u7BlS1,22,8,79,5,1.168,5,4,win
166:R_9Nac2hjg6u7BlS1,23,9,84,1,2.621,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,23,9,84,2,1.192,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,23,9,84,3,1.974,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,23,9,84,4,1.822,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,23,9,84,5,1.886,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,23,9,84,6,2.231,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,23,9,84,7,2.48,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,23,9,84,8,1.355,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,1,2.819,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,2,1.206,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,3,2.386,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,4,1.246,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,5,1.455,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,6,1.355,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,7,4.105,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,24,8,70,8,1.236,8,8,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,1,1.33,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,2,1.01,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,3,1.045,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,4,1.798,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,5,1.397,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,6,2.092,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,7,2.358,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,25,7,65,8,0.945,8,9,opponent win
166:R_9Nac2hjg6u7BlS1,26,6,50,1,1.573,8,7,win
166:R_9Nac2hjg6u7BlS1,26,6,50,2,1.662,8,7,win
166:R_9Nac2hjg6u7BlS1,26,6,50,3,1.566,8,7,win
166:R_9Nac2hjg6u7BlS1,26,6,50,4,0.791,8,7,win
166:R_9Nac2hjg6u7BlS1,26,6,50,5,1.851,8,7,win
166:R_9Nac2hjg6u7BlS1,26,6,50,6,2.103,8,7,win
166:R_9Nac2hjg6u7BlS1,26,6,50,7,2.794,8,7,win
166:R_9Nac2hjg6u7BlS1,26,6,50,8,1.13,8,7,win
166:R_9Nac2hjg6u7BlS1,27,6,54,1,4.345,5,5,win
166:R_9Nac2hjg6u7BlS1,27,6,54,2,1.06,5,5,win
166:R_9Nac2hjg6u7BlS1,27,6,54,3,1.733,5,5,win
166:R_9Nac2hjg6u7BlS1,27,6,54,4,1.213,5,5,win
166:R_9Nac2hjg6u7BlS1,27,6,54,5,3.316,5,5,win
166:R_9Nac2hjg6u7BlS1,28,7,64,1,5.677,7,6,win
166:R_9Nac2hjg6u7BlS1,28,7,64,2,2.86,7,6,win
166:R_9Nac2hjg6u7BlS1,28,7,64,3,2.351,7,6,win
166:R_9Nac2hjg6u7BlS1,28,7,64,4,1.473,7,6,win
166:R_9Nac2hjg6u7BlS1,28,7,64,5,0.953,7,6,win
166:R_9Nac2hjg6u7BlS1,28,7,64,6,1.869,7,6,win
166:R_9Nac2hjg6u7BlS1,28,7,64,7,0.701,7,6,win
166:R_9Nac2hjg6u7BlS1,29,8,79,1,1.203,5,5,win
166:R_9Nac2hjg6u7BlS1,29,8,79,2,0.974,5,5,win
166:R_9Nac2hjg6u7BlS1,29,8,79,3,2.156,5,5,win
166:R_9Nac2hjg6u7BlS1,29,8,79,4,1.735,5,5,win
166:R_9Nac2hjg6u7BlS1,29,8,79,5,1.063,5,5,win
166:R_9Nac2hjg6u7BlS1,30,9,81,1,2.375,7,6,win
166:R_9Nac2hjg6u7BlS1,30,9,81,2,0.518,7,6,win
166:R_9Nac2hjg6u7BlS1,30,9,81,3,1.885,7,6,win
166:R_9Nac2hjg6u7BlS1,30,9,81,4,1.896,7,6,win
166:R_9Nac2hjg6u7BlS1,30,9,81,5,1.763,7,6,win
166:R_9Nac2hjg6u7BlS1,30,9,81,6,2.463,7,6,win
166:R_9Nac2hjg6u7BlS1,30,9,81,7,0.883,7,6,win
166:R_9Nac2hjg6u7BlS1,31,10,97,1,1.138,5,6,opponent win
166:R_9Nac2hjg6u7BlS1,31,10,97,2,0.599,5,6,opponent win
166:R_9Nac2hjg6u7BlS1,31,10,97,3,2.2,5,6,opponent win
166:R_9Nac2hjg6u7BlS1,31,10,97,4,3.187,5,6,opponent win
166:R_9Nac2hjg6u7BlS1,31,10,97,5,0.94,5,6,opponent win
166:R_9Nac2hjg6u7BlS1,32,9,80,1,2.409,5,5,opponent win
166:R_9Nac2hjg6u7BlS1,32,9,80,2,1.137,5,5,opponent win
166:R_9Nac2hjg6u7BlS1,32,9,80,3,1.925,5,5,opponent win
166:R_9Nac2hjg6u7BlS1,32,9,80,4,1.28,5,5,opponent win
166:R_9Nac2hjg6u7BlS1,32,9,80,5,1.214,5,5,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,1,2.879,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,2,0.984,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,3,1.973,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,4,1.558,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,5,1.127,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,6,1.331,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,7,0.944,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,8,0.906,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,9,1.313,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,33,8,78,10,1.47,10,11,opponent win
166:R_9Nac2hjg6u7BlS1,34,7,60,1,2.664,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,2,1.238,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,3,1.059,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,4,1.131,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,5,0.629,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,6,1.596,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,7,1.06,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,8,1.83,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,9,1.033,10,9,win
166:R_9Nac2hjg6u7BlS1,34,7,60,10,1.126,10,9,win
A1088:R_21tsSKEkouatsIv,0,2,17,1,5.273,4,3,win
A1088:R_21tsSKEkouatsIv,0,2,17,2,2.668,4,3,win
A1088:R_21tsSKEkouatsIv,0,2,17,3,1.053,4,3,win
A1088:R_21tsSKEkouatsIv,0,2,17,4,0.676,4,3,win
A1088:R_21tsSKEkouatsIv,1,3,29,1,1.436,4,4,win
A1088:R_21tsSKEkouatsIv,1,3,29,2,0.885,4,4,win
A1088:R_21tsSKEkouatsIv,1,3,29,3,0.883,4,4,win
A1088:R_21tsSKEkouatsIv,1,3,29,4,1.672,4,4,win
A1088:R_21tsSKEkouatsIv,2,4,30,1,1.189,6,5,win
A1088:R_21tsSKEkouatsIv,2,4,30,2,0.6,6,5,win
A1088:R_21tsSKEkouatsIv,2,4,30,3,0.665,6,5,win
A1088:R_21tsSKEkouatsIv,2,4,30,4,6.981,6,5,win
A1088:R_21tsSKEkouatsIv,2,4,30,5,2.288,6,5,win
A1088:R_21tsSKEkouatsIv,2,4,30,6,0.883,6,5,win
A1088:R_21tsSKEkouatsIv,3,5,42,1,2.747,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,2,2.979,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,3,4.013,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,4,1.768,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,5,6.477,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,6,1.305,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,7,2.404,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,8,3.464,9,10,opponent win
A1088:R_21tsSKEkouatsIv,3,5,42,9,6.213,9,10,opponent win
A1088:R_21tsSKEkouatsIv,4,4,33,1,1.921,5,4,win
A1088:R_21tsSKEkouatsIv,4,4,33,2,2.297,5,4,win
A1088:R_21tsSKEkouatsIv,4,4,33,3,2.403,5,4,win
A1088:R_21tsSKEkouatsIv,4,4,33,4,1.316,5,4,win
A1088:R_21tsSKEkouatsIv,4,4,33,5,1.271,5,4,win
A1088:R_21tsSKEkouatsIv,5,4,31,1,1.518,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,2,1.06,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,3,2.162,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,4,2.098,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,5,2.966,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,6,1.578,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,7,9.795,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,8,1.638,9,9,win
A1088:R_21tsSKEkouatsIv,5,4,31,9,0.759,9,9,win
A1088:R_21tsSKEkouatsIv,6,5,47,1,1.373,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,2,1.34,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,3,1.28,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,4,3.494,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,5,0.976,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,6,3.629,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,7,1.787,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,8,2.515,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,9,5.061,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,10,21.41,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,11,6.241,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,12,7.926,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,13,2.231,14,13,win
A1088:R_21tsSKEkouatsIv,6,5,47,14,1.334,14,13,win
A1088:R_21tsSKEkouatsIv,7,6,54,1,0.412,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,2,2.946,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,3,4.974,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,4,2.084,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,5,3.631,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,6,1.205,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,7,1.891,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,8,3.304,9,9,win
A1088:R_21tsSKEkouatsIv,7,6,54,9,0.762,9,9,win
A1088:R_21tsSKEkouatsIv,8,7,67,1,2.888,5,4,win
A1088:R_21tsSKEkouatsIv,8,7,67,2,1.272,5,4,win
A1088:R_21tsSKEkouatsIv,8,7,67,3,2.962,5,4,win
A1088:R_21tsSKEkouatsIv,8,7,67,4,1.341,5,4,win
A1088:R_21tsSKEkouatsIv,8,7,67,5,0.857,5,4,win
A1088:R_21tsSKEkouatsIv,9,8,76,1,1.681,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,2,1.32,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,3,1.449,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,4,3.581,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,5,6.941,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,6,4.152,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,7,1.342,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,8,8.102,9,9,win
A1088:R_21tsSKEkouatsIv,9,8,76,9,0.773,9,9,win
A1088:R_21tsSKEkouatsIv,10,9,87,1,2.292,6,5,win
A1088:R_21tsSKEkouatsIv,10,9,87,2,1.132,6,5,win
A1088:R_21tsSKEkouatsIv,10,9,87,3,1.623,6,5,win
A1088:R_21tsSKEkouatsIv,10,9,87,4,3.712,6,5,win
A1088:R_21tsSKEkouatsIv,10,9,87,5,2.055,6,5,win
A1088:R_21tsSKEkouatsIv,10,9,87,6,0.641,6,5,win
A1088:R_21tsSKEkouatsIv,11,10,90,1,3.245,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,2,1.484,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,3,1.752,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,4,1.374,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,5,3.428,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,6,3.833,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,7,2.387,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,8,2.579,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,9,1.517,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,10,8.545,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,11,3.054,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,12,9.878,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,13,7.306,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,14,6.148,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,15,9.081,16,16,win
A1088:R_21tsSKEkouatsIv,11,10,90,16,1.111,16,16,win
A1088:R_21tsSKEkouatsIv,12,11,107,1,1.515,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,2,1.932,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,3,0.985,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,4,1.357,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,5,1.427,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,6,4.4,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,7,2.107,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,8,2.58,11,11,opponent win
A1088:R_21tsSKEkouatsIv,12,11,107,9,1.883,11,11,opponent win
