subject,fold,planningDepth,featureDropRate,heuristicQuality,elo,StudyID,DoB,Gender,ExactAge,FlooredAge,TaskDate,ageBin,ageBinNr,ageBinValue
171:R_1Qck2ykGDls2DLz,5,8.70653,0.35741,0.40257059,-45,171,1/30/11,M,9.8986,9,12/21/20,"(7, 12]",0,10
175:R_2vjnTMhG0Bpa7wq,1,3.72142,0.091685,0.559673222,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,2,3.20932,0.25598,0.549811569,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,3,3.9716,0.23323,0.528128281,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,4,3.15171,0.27983,0.543643749,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,5,4.30317,0.18032,0.539110041,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
179:R_2xV1IwgJyplwuvp,1,3.70635,0.39212,0.415577187,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,2,0.0104524,0.00025344,0.148476465,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,3,4.90122,0.66992,0.475124509,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,4,5.40607,0.53711,0.419014295,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,5,5.7898,0.61085,0.44146323,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,1,3.37514,0.56214,0.343167112,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,2,0.00611091,0.44441,0.397664456,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,3,0,0.42249,0.169575211,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,4,0.00100328,0.49176,0.44713463,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,5,1.18107,0.4946,0.382574205,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
181:R_3fDgQlApbcv1n4e,1,0.260908,0.011474,0.496135695,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,2,3.1473,0.36102,0.439011592,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,3,0.105764,0.043894,0.440018735,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,4,2.79839,0.21122,0.524845174,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,5,0.00886538,0.21379,0.519060981,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,1,2.94987,0.38234,0.474841281,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,2,0.0563663,0.27345,0.449163448,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,3,3.90206,0.25673,0.434052244,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,4,7.02433,0.2444,0.50287865,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,5,0.00851879,0.25343,0.420728776,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
183:R_2uPQbPniskmS0Ep,1,0,0.38887,0.424752481,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,2,1.82E-05,0.48252,0.421999569,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,3,0.000273623,0.40971,0.493952524,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,4,2.67287,0.35913,0.475467103,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,5,5.94372,0.47984,0.430459844,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
187:R_3oHOHstFKN4HiLA,1,1.84261,0.2729,0.461591451,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,2,2.08605,0.1453,0.395627963,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,3,1.10777,0.3025,0.447519375,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,4,2.19376,0.21054,0.536440265,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,5,1.92012,0.22523,0.474125221,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,1,4.24615,0.51373,0.48021274,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,2,2.83351,0.44995,0.485426743,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,3,2.97123,0.25269,0.616754821,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,4,6.62081,0.15932,0.566311535,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,5,3.02448,0.25438,0.501024502,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
194:R_24rdiskqYQc7BsO,1,0.111456,0.3142,0.429415631,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,2,4.83831,0.37901,0.469007175,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,3,0.524863,0.30721,0.45940599,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,4,3.40949,0.44661,0.437506306,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,5,0,0.41996,0.496324403,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,1,2.21842,0.3321,0.490943872,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,2,2.63245,0.44995,0.554885133,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,3,0.600383,0.30054,0.451363217,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,4,4.60954,0.40499,0.627310132,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,5,0.0980299,0.19998,0.554804245,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,1,0.000711419,0.46705,0.557335958,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,2,0.274772,0.51483,0.304603042,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,3,0.00394017,0.54239,0.566240932,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,4,0.0608719,0.50339,0.534975497,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,5,3.62979,0.3106,0.381071554,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
199:R_D1Afhly6eOCY66B,1,2.59974,0.15671,0.612226889,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,2,5.87309,0.28463,0.61037555,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,3,8.89075,0.259,0.492620627,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,4,9.70352,0.29247,0.577528567,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,5,6.45547,0.24663,0.608661061,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
200:R_1NCzjmN3Hl5r3HF,1,4.95835,0.25152,0.447368918,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,2,2.78725,0.19995,0.554885133,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,3,1.94756,0.63354,0.407319734,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,4,4.08402,0.44524,0.557631426,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,5,2.83351,0.44995,0.485426743,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,1,7.26027,0.53427,0.406207842,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,2,6.55839,0.51704,0.462628837,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,3,0.0716344,0.21064,0.576676583,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,4,4.02652,0.31509,0.566102785,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,5,4.67173,0.3815,0.538630893,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
202:R_2OHMsGSLXJZG0Bc,1,2.5685,0.32009,0.498955356,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,2,2.52357,0.44995,0.485426743,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,3,2.84889,0.46196,0.45679041,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,4,2.83351,0.44995,0.485426743,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,5,5.47806,0.20317,0.594381516,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
208:R_2AST2XkjQUqflkc,1,3.92262,0.07876,0.027615526,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,2,0.0278001,0.18668,0.412787809,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,3,18.0157,1.49E-08,0.024713833,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,4,0.0165086,0.15088,0.187806264,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,5,7.68114,0.03739,0.04307219,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,1,7.1209,0.72321,0.342762152,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,2,13.235,0.28166,0.500030123,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,3,6.66957,0.71934,0.496309095,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,4,6.75825,0.63815,0.369659067,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,5,9.01321,0.38731,0.461896251,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,1,0,0.25341,0.470024704,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,2,0.517931,0.24105,0.466022884,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,3,3.81704,0.23292,0.486364076,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,4,0,0.2036,0.530366353,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,5,0.009139,0.10206,0.501504861,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,1,4.48245,0.61786,0.423839815,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,2,0.940496,0.21631,0.67492071,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,3,3.39524,0.54743,0.538036573,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,4,3.89387,0.58385,0.473302777,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,5,4.7432,0.55075,0.462515606,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
216:R_21j62EoiJ63yEJ5,1,2.83351,0.44995,0.485426743,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,2,0.00696826,0.25293,0.522975607,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,3,5.11901,0.21724,0.512355406,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,4,2.72251,0.19995,0.485426743,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,5,4.6724,0.10603,0.52217797,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,1,3.20518,0.42156,0.58651998,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,2,3.80536,0.37331,0.548817473,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,3,2.78725,0.19995,0.554885133,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,4,3.65832,0.51735,0.47629057,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,5,1.88814,0.28111,0.620065792,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
221:R_2wvlbfkxX6e4M29,1,3.50932,0.2284,0.610717434,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,2,2.85644,0.24963,0.511232619,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,3,3.26157,0.14138,0.554732008,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,4,3.15004,0.18843,0.527477142,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,5,7.35918,0.13362,0.628819825,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,1,4.49132,0.23382,0.520015911,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,2,4.29874,0.28257,0.503571238,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,3,5.52463,0.21446,0.575349533,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,4,2.35407,0.30909,0.541969364,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,5,6.40323,0.52236,0.563152529,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
227:R_2qlLx30lmNEXUJL,1,1.92756,0.34588,0.548687198,101,227,7/7/05,M,15.463,15,12/19/20,"(12, 17]",1,15
