subject,fold,planningDepth,featureDropRate,heuristicQuality,elo,StudyID,DoB,Gender,ExactAge,FlooredAge,TaskDate,ageBin,ageBinNr,ageBinValue
150:R_3ilNhJufw9u0JJr,3,7.20268,0.47794,0.487473817,-53,150,2/18/09,M,11.7589,11,11/19/20,"(7, 12]",0,10
150:R_3ilNhJufw9u0JJr,4,4.34945,0.42307,0.450196077,-53,150,2/18/09,M,11.7589,11,11/19/20,"(7, 12]",0,10
150:R_3ilNhJufw9u0JJr,5,2.55538,0.3356,0.448928896,-53,150,2/18/09,M,11.7589,11,11/19/20,"(7, 12]",0,10
152:R_XEQd4AtPvWuAWnT,1,1.34936,0.26255,0.473614681,7,152,11/9/12,M,8.0247,8,11/16/20,"(7, 12]",0,10
152:R_XEQd4AtPvWuAWnT,2,5.12295,0.37223,0.46940594,7,152,11/9/12,M,8.0247,8,11/16/20,"(7, 12]",0,10
152:R_XEQd4AtPvWuAWnT,3,4.94785,0.40432,0.465337185,7,152,11/9/12,M,8.0247,8,11/16/20,"(7, 12]",0,10
152:R_XEQd4AtPvWuAWnT,4,7.33418,0.32089,0.422775912,7,152,11/9/12,M,8.0247,8,11/16/20,"(7, 12]",0,10
152:R_XEQd4AtPvWuAWnT,5,3.55356,0.52042,0.440823361,7,152,11/9/12,M,8.0247,8,11/16/20,"(7, 12]",0,10
156:R_2TTetTXWqRwQOGb,1,0.523167,0.43321,0.484383018,-96,156,5/21/10,F,10.5041,10,11/18/20,"(7, 12]",0,10
156:R_2TTetTXWqRwQOGb,2,0.68838,0.42963,0.459325838,-96,156,5/21/10,F,10.5041,10,11/18/20,"(7, 12]",0,10
156:R_2TTetTXWqRwQOGb,3,0.00556366,0.47778,0.466193713,-96,156,5/21/10,F,10.5041,10,11/18/20,"(7, 12]",0,10
156:R_2TTetTXWqRwQOGb,4,0.00561839,0.50045,0.41715342,-96,156,5/21/10,F,10.5041,10,11/18/20,"(7, 12]",0,10
156:R_2TTetTXWqRwQOGb,5,0.323823,0.46273,0.468762671,-96,156,5/21/10,F,10.5041,10,11/18/20,"(7, 12]",0,10
166:R_9Nac2hjg6u7BlS1,1,2.97862,0.62363,0.465842625,-116,166,10/14/09,M,11.1123,11,11/21/20,"(7, 12]",0,10
166:R_9Nac2hjg6u7BlS1,2,3.26727,0.76729,0.538181226,-116,166,10/14/09,M,11.1123,11,11/21/20,"(7, 12]",0,10
166:R_9Nac2hjg6u7BlS1,3,2.49327,0.61313,0.520127469,-116,166,10/14/09,M,11.1123,11,11/21/20,"(7, 12]",0,10
166:R_9Nac2hjg6u7BlS1,4,5.83614,0.63835,0.44090054,-116,166,10/14/09,M,11.1123,11,11/21/20,"(7, 12]",0,10
166:R_9Nac2hjg6u7BlS1,5,1.82107,0.38509,0.527184346,-116,166,10/14/09,M,11.1123,11,11/21/20,"(7, 12]",0,10
171:R_1Qck2ykGDls2DLz,1,2.3718,0.19995,0.518773117,-45,171,1/30/11,M,9.8986,9,12/21/20,"(7, 12]",0,10
171:R_1Qck2ykGDls2DLz,2,0.906549,0.27508,0.475814481,-45,171,1/30/11,M,9.8986,9,12/21/20,"(7, 12]",0,10
171:R_1Qck2ykGDls2DLz,3,1.55596,0.31532,0.467830864,-45,171,1/30/11,M,9.8986,9,12/21/20,"(7, 12]",0,10
171:R_1Qck2ykGDls2DLz,4,0.0818862,0.19995,0.518773117,-45,171,1/30/11,M,9.8986,9,12/21/20,"(7, 12]",0,10
171:R_1Qck2ykGDls2DLz,5,1.70175,0.19363,0.449543699,-45,171,1/30/11,M,9.8986,9,12/21/20,"(7, 12]",0,10
175:R_2vjnTMhG0Bpa7wq,1,0.00968625,0.30025,0.556379241,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,2,3.59208,0.25686,0.5425335,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,3,4.94345,0.17519,0.395631853,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,4,5.3344,0.19995,0.518773117,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
175:R_2vjnTMhG0Bpa7wq,5,2.3718,0.19995,0.518773117,85,175,2/23/07,F,13.7918,13,12/5/20,"(12, 17]",1,15
179:R_2xV1IwgJyplwuvp,1,1.70319,0.61439,0.429674908,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,2,2.41757,0,0.086797017,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,3,0.0811565,0.18701,0.507402376,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,4,1.90688,0.26813,0.504266951,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
179:R_2xV1IwgJyplwuvp,5,1.87919,0.36396,0.509862408,-180,179,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,1,7.97111,0.46509,0.210760837,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,2,0.0310653,0.45213,0.369419338,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,3,7.81514,0.50824,0.541036938,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,4,1.90244,0.39254,0.358700833,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
180:R_1OGFPUUh0z8rWBh,5,0.179624,0.25845,0.408735261,-70,180,8/11/10,M,10.3123,10,11/30/20,"(7, 12]",0,10
181:R_3fDgQlApbcv1n4e,1,0.00116746,0.26033,0.546737338,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,2,1.53092,0.29038,0.5473715,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,3,0.0160343,0.034847,0.56183698,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,4,4.51067,0.13519,0.546279543,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
181:R_3fDgQlApbcv1n4e,5,0,0.43823,0.565331944,219,181,7/17/04,F,16.4,16,12/6/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,1,0.000820868,0.28451,0.500596195,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,2,2.68867,0.20629,0.534986635,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,3,0.000456038,0.2494,0.520486023,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,4,0,0.42725,0.542617421,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
182:R_3NEgCFlK1BFSmdZ,5,0,0.30982,0.529104864,319,182,1/27/07,M,13.8877,13,12/13/20,"(12, 17]",1,15
183:R_2uPQbPniskmS0Ep,1,0,0.69627,0.32658139,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,2,0,0.61354,0.265061103,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,3,1.50919,0.31307,0.467846821,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,4,8.35265,0.48293,0.511021845,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
183:R_2uPQbPniskmS0Ep,5,0.00426852,0.40995,0.45454876,198,183,7/9/10,F,10.4384,10,12/13/20,"(7, 12]",0,10
187:R_3oHOHstFKN4HiLA,1,2.28136,0.1444,0.365267707,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,2,0.0137176,0.21676,0.516691469,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,3,2.53081,0.13023,0.483385306,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,4,0.00153229,0.17217,0.564763453,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
187:R_3oHOHstFKN4HiLA,5,0,0.3377,0.53943451,66,187,7/30/07,F,13.3507,13,12/1/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,1,6.81067,0.40096,0.567882572,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,2,4.95312,0.27074,0.525669152,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,3,6.23783,0.72614,0.571063253,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,4,5.47877,0.32907,0.558329824,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
192:R_1LeQOpZ9pat1k7D,5,7.13311,0.47224,0.545893102,141,192,2/7/06,M,14.8329,14,12/4/20,"(12, 17]",1,15
194:R_24rdiskqYQc7BsO,1,0.0014046,0.37103,0.551457169,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,2,1.19584,0.30011,0.553661766,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,3,4.86348,0.30845,0.541772834,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,4,2.33393,0.35059,0.530023244,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
194:R_24rdiskqYQc7BsO,5,4.29347,0.2688,0.526480495,144,194,8/19/11,F,9.3014,9,12/4/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,1,2.67875,0.44995,0.518773117,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,2,2.75733,0.46495,0.485898071,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,3,3.32127,0.50783,0.499665815,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,4,4.18729,0.73769,0.54142543,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
196:R_0voL9dLPRpILrS9,5,2.48358,0.48753,0.528167697,-178,196,5/27/09,F,11.5205,11,11/30/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,1,5.73446,0.72525,0.521498116,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,2,5.20418,0.75603,0.452772824,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,3,4.83533,0.35181,0.50015378,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,4,2.74533,0.20004,0.518707733,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
197:R_bqny5leXGykyp0t,5,5.6332,0.67223,0.45726955,-180,197,9/26/09,F,11.189,11,12/1/20,"(7, 12]",0,10
199:R_D1Afhly6eOCY66B,1,4.04247,0.26498,0.53478363,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,2,3.17253,0.13384,0.546260945,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,3,6.58526,0.16388,0.523943888,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,4,4.07439,0.20117,0.520946842,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
199:R_D1Afhly6eOCY66B,5,8.10866,0.18725,0.554288322,222,199,4/9/06,M,14.6658,14,12/4/20,"(12, 17]",1,15
200:R_1NCzjmN3Hl5r3HF,1,3.33597,0.53571,0.463619431,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,2,2.61614,0.45348,0.499564014,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,3,5.95069,0.44638,0.462041412,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,4,5.83019,0.52616,0.525793069,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
200:R_1NCzjmN3Hl5r3HF,5,3.20715,0.53875,0.45816522,58,200,11/26/11,F,9.0301,9,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,1,5.88471,0.38258,0.555995984,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,2,2.4716,0.20966,0.552383335,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,3,6.17116,0.6099,0.562376218,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,4,3.52251,0.22794,0.564297123,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
201:R_3kzZPXnjFGbpt30,5,6.11691,0.5561,0.567977154,115,201,4/29/08,M,12.6082,12,12/4/20,"(7, 12]",0,10
202:R_2OHMsGSLXJZG0Bc,1,2.42412,0.27613,0.49932613,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,2,2.69843,0.19995,0.518773117,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,3,2.30556,0.42957,0.497065429,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,4,2.71603,0.22292,0.515072167,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
202:R_2OHMsGSLXJZG0Bc,5,2.78183,0.39561,0.476766114,40,202,8/21/07,M,13.2877,13,11/30/20,"(12, 17]",1,15
208:R_2AST2XkjQUqflkc,1,0.000638453,0.22778,0.380469228,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,2,10.4575,9.15E-06,0.038881447,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,3,3.56939,0.12293,0.46420868,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,4,0.00463335,0.38279,0.160128927,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
208:R_2AST2XkjQUqflkc,5,3.60642,0.13082,0.389468603,-91,208,1/19/11,F,9.9068,9,12/13/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,1,6.5241,0.70902,0.541495308,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,2,6.37605,0.70679,0.51939302,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,3,6.3407,0.66609,0.533948616,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,4,6.60624,0.77462,0.542808512,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
209:R_1esokoelkIOTy89,5,5.72459,0.44263,0.4327596,95,209,6/23/08,M,12.5014,12,12/20/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,1,4.70969,0.25114,0.527862688,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,2,4.39608,0.098693,0.474967644,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,3,3.65E-05,0.28883,0.518008982,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,4,5.78511,0.19085,0.49665419,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
212:R_OOl4OrOpRgbrLBD,5,4.82056,0.24463,0.455360987,191,212,12/13/11,M,9.0082,9,12/13/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,1,5.28333,0.71943,0.416835676,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,2,2.52359,0.36142,0.474855488,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,3,3.95691,0.60146,0.529051493,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,4,2.15097,0.36165,0.503744319,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
215:R_32R47f1GRrLhRdX,5,3.11457,0.65762,0.559620979,-66,215,2/2/08,M,12.874,12,12/14/20,"(7, 12]",0,10
216:R_21j62EoiJ63yEJ5,1,5.58406,0.20675,0.504985216,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,2,7.168,0.15998,0.489685714,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,3,4.46963,0.40424,0.493853844,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,4,0.0054907,0.4904,0.528771902,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
216:R_21j62EoiJ63yEJ5,5,7.73418,0.58909,0.54442851,139,216,9/19/05,F,15.2603,15,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,1,2.97021,0.37171,0.558887824,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,2,0.0778913,0.44995,0.518773117,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,3,3.00914,0.38068,0.555120004,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,4,1.54953,0.40258,0.528187469,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
217:R_1JPc2llYzw1ezqs,5,5.56463,0.39527,0.554618144,59,217,9/11/06,F,14.2822,14,12/19/20,"(12, 17]",1,15
221:R_2wvlbfkxX6e4M29,1,5.95202,0.28439,0.513852918,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,2,3.78833,0.18079,0.555972557,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,3,7.10562,0.16769,0.561305253,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,4,2.96138,0.30807,0.563118087,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
221:R_2wvlbfkxX6e4M29,5,4.3349,0.013786,0.566974993,98,221,12/21/11,M,9.0137,9,12/23/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,1,3.67972,0.21533,0.546044831,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,2,4.56963,0.32195,0.526755708,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,3,3.23552,0.24126,0.5434758,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,4,3.67056,0.33139,0.54057903,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
226:R_2X10rcLujzFpHxv,5,5.3656,0.41732,0.552210224,163,226,11/22/08,M,12.0767,12,12/17/20,"(7, 12]",0,10
227:R_2qlLx30lmNEXUJL,1,3.5751,0.57205,0.565988975,101,227,7/7/05,M,15.463,15,12/19/20,"(12, 17]",1,15
